epoch,accuracy,learning_rate,loss,top_3_accuracy,val_accuracy,val_loss,val_top_3_accuracy
0,0.6976749897003174,9.999999747378752e-06,0.9046907424926758,0.9161249995231628,0.805899977684021,0.5647938847541809,0.9623000025749207
1,0.7476500272750854,9.999999747378752e-06,0.7476322650909424,0.9381250143051147,0.8197000026702881,0.519260585308075,0.9657999873161316
2,0.7706999778747559,9.999999747378752e-06,0.6825114488601685,0.9476749897003174,0.8296999931335449,0.4885852038860321,0.9702000021934509
0,0.7001000046730042,9.999999747378752e-06,0.895545482635498,0.9157500267028809,0.8084999918937683,0.573184072971344,0.9607999920845032
1,0.7445499897003174,9.999999747378752e-06,0.7591156959533691,0.9381250143051147,0.8212000131607056,0.5245348215103149,0.9660000205039978
2,0.7713750004768372,9.999999747378752e-06,0.6835278272628784,0.9484750032424927,0.8309999704360962,0.4903917908668518,0.9692000150680542
